beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type
"Long Delay IPA","Fifty West Brewing Company","IPA - American",6,65,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.5,"2016-06-11 17:15:24",https://untappd.com/c/322499959,https://untappd.com/beer/1538783,https://untappd.com/brewery/38627,"United States",Cincinnati,OH,,,
"What She's Having","Wicked Weed Brewing","Rye Beer",6.3,0,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.75,"2016-06-11 17:48:08",https://untappd.com/c/322532865,https://untappd.com/beer/583956,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,
"Hop'n Mad Apple","Angry Orchard Cider Company",Cider,5,10,,,,,,,,2.5,"2016-06-12 21:18:05",https://untappd.com/c/323222002,https://untappd.com/beer/844852,https://untappd.com/brewery/16455,"United States",Cincinnati,OH,,,
"420 Extra Pale Ale","SweetWater Brewing Company ","Pale Ale - American",5.7,41,,,,,,,,3,"2016-06-13 14:12:00",https://untappd.com/c/323327752,https://untappd.com/beer/5912,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,
"Twisted Bit","Braxton Brewing Company","Lager - Dortmunder / Export",5.8,30,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.25,"2016-06-13 15:50:16",https://untappd.com/c/323349187,https://untappd.com/beer/1180708,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
Haven,"Braxton Brewing Company",Hefeweizen,5.2,10,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,2.75,"2016-06-13 16:09:34",https://untappd.com/c/323354083,https://untappd.com/beer/1550741,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
"Citra High","MadTree Brewing Company","IPA - Imperial / Double",9.5,120,,"The Brass Tap",Cincinnati,OH,"United States",39.1284,-84.5173,3.5,"2016-06-13 16:09:53",https://untappd.com/c/323354166,https://untappd.com/beer/838353,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Hop Hash","SweetWater Brewing Company ","IPA - Imperial / Double",7.8,100,,,,,,,,3,"2016-06-14 21:48:28",https://untappd.com/c/323713372,https://untappd.com/beer/785611,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,
"Citra Ass Down","Against the Grain Brewery & Smokehouse","IPA - Imperial / Double",8,68,,,,,,,,3.75,"2016-06-18 18:10:19",https://untappd.com/c/325311508,https://untappd.com/beer/142006,https://untappd.com/brewery/11106,"United States",Louisville,KY,,,
"Sol Drifter","MadTree Brewing Company","Blonde Ale",4.3,13,,,,,,,,3.5,"2016-06-18 18:10:31",https://untappd.com/c/325312008,https://untappd.com/beer/650961,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"Whiplash White IPA","SweetWater Brewing Company ","IPA - White",6.2,55,,,,,,,,3.25,"2016-06-19 22:24:11",https://untappd.com/c/326048044,https://untappd.com/beer/503159,https://untappd.com/brewery/1224,"United States",Atlanta,GA,,,
"My Hammy Weiss","Against the Grain Brewery & Smokehouse","Smoked Beer",4.8,12,,"Against The Grain Brewery & Smokehouse",Louisville,KY,"United States",38.2556,-85.744,3,"2016-06-25 14:19:10",https://untappd.com/c/327903535,https://untappd.com/beer/217685,https://untappd.com/brewery/11106,"United States",Louisville,KY,,,
"A Beer","Against the Grain Brewery & Smokehouse","Pale Ale - American",4.5,42,,"Against The Grain Brewery & Smokehouse",Louisville,KY,"United States",38.2556,-85.744,3.75,"2016-06-25 14:19:44",https://untappd.com/c/327904010,https://untappd.com/beer/1335579,https://untappd.com/brewery/11106,"United States",Louisville,KY,,,
"Bar Baby Blonde Ale","Great Flood Brewing Company","Blonde Ale",4.3,23,,,,,,,,3.25,"2016-06-25 16:22:42",https://untappd.com/c/328018796,https://untappd.com/beer/1513939,https://untappd.com/brewery/120914,"United States",Louisville,KY,,,
"Summer Ale","Great Flood Brewing Company","Golden Ale",4.5,0,,,,,,,,2.75,"2016-06-25 16:29:14",https://untappd.com/c/328025418,https://untappd.com/beer/1104459,https://untappd.com/brewery/120914,"United States",Louisville,KY,,,
"Find-A-Way IPA","Great Flood Brewing Company","IPA - American",7,95,,,,,,,,2.5,"2016-06-25 16:33:39",https://untappd.com/c/328029867,https://untappd.com/beer/1271647,https://untappd.com/brewery/120914,"United States",Louisville,KY,,,
"Unified Pale Ale","Great Flood Brewing Company","Pale Ale - American",5.4,28,,"Against The Grain Brewery & Smokehouse",Louisville,KY,"United States",38.2556,-85.744,2.25,"2016-06-25 16:42:14",https://untappd.com/c/328038262,https://untappd.com/beer/1231950,https://untappd.com/brewery/120914,"United States",Louisville,KY,,,
"A Little Crazy","Revolution Brewing Company","Pale Ale - Belgian",6.8,35,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,4,"2016-07-06 15:06:33",https://untappd.com/c/332582237,https://untappd.com/beer/123854,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Rosa Hibiscus Ale","Revolution Brewing Company","Spiced / Herbed Beer",5.8,15,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,2.75,"2016-07-06 15:08:32",https://untappd.com/c/332582964,https://untappd.com/beer/59221,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"El Hefe Loco","Revolution Brewing Company",Hefeweizen,5,18,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,2.75,"2016-07-06 15:09:51",https://untappd.com/c/332583440,https://untappd.com/beer/74099,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
Crystal-Hero,"Revolution Brewing Company","IPA - American",7.2,75,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,3.25,"2016-07-06 15:11:05",https://untappd.com/c/332583884,https://untappd.com/beer/351711,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
Citra-Hero,"Revolution Brewing Company","IPA - American",7.5,85,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,3.5,"2016-07-06 15:11:36",https://untappd.com/c/332584076,https://untappd.com/beer/718586,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Rev Pils","Revolution Brewing Company","Pilsner - German",5.5,45,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,3.75,"2016-07-06 15:14:32",https://untappd.com/c/332585193,https://untappd.com/beer/1222380,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Illinois Golden Ale","Revolution Brewing Company","Golden Ale",6.3,0,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,2.5,"2016-07-06 15:16:25",https://untappd.com/c/332585899,https://untappd.com/beer/680054,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Fist City","Revolution Brewing Company","Pale Ale - American",5.5,40,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,2.75,"2016-07-06 15:17:51",https://untappd.com/c/332586453,https://untappd.com/beer/695996,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
"Illinois Golden Ale","Revolution Brewing Company","Golden Ale",6.3,0,,,,,,,,2.25,"2016-07-06 15:18:05",https://untappd.com/c/332586567,https://untappd.com/beer/680054,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
Anti-Hero,"Revolution Brewing Company","IPA - American",6.7,65,,"Revolution Brewing Brewpub",Chicago,IL,"United States",41.9235,-87.6982,2.5,"2016-07-06 15:19:32",https://untappd.com/c/332587082,https://untappd.com/beer/9275,https://untappd.com/brewery/2605,"United States",Chicago,IL,,,
Coolcumber,"Wicked Weed Brewing","Golden Ale",5.5,26,,"Tyler's Restaurant & Taproom",Durham,NC,"United States",35.9928,-78.9055,3.75,"2016-07-08 16:16:18",https://untappd.com/c/333271297,https://untappd.com/beer/230165,https://untappd.com/brewery/37851,"United States",Asheville,NC,,,
"Wildflower Witbier","Natty Greene's Brewing Co.",Witbier,4.5,0,,"Tyler's Restaurant & Taproom",Durham,NC,"United States",35.9928,-78.9055,3,"2016-07-08 16:16:24",https://untappd.com/c/333271467,https://untappd.com/beer/8576,https://untappd.com/brewery/2010,"United States",greensboro,NC,,,
"Mama's Little Yella Pils","Oskar Blues Brewery","Pilsner - Czech",5.3,35,,,,,,,,3.75,"2016-07-23 17:43:46",https://untappd.com/c/339638748,https://untappd.com/beer/5210,https://untappd.com/brewery/956,"United States",Longmont,CO,,,
"Finga Lickn’ Good","Gigantic Brewing Company","Sour - Ale",7.79,0,,"Eli's BBQ",Cincinnati,OH,"United States",39.1179,-84.4426,2.25,"2016-07-23 20:22:01",https://untappd.com/c/339787237,https://untappd.com/beer/1499545,https://untappd.com/brewery/24229,"United States",Portland,OR,,,
Shade,"MadTree Brewing Company","Sour - Gose",4.6,10,,"Eli's BBQ",Cincinnati,OH,"United States",39.1179,-84.4426,2.75,"2016-07-23 20:22:21",https://untappd.com/c/339787709,https://untappd.com/beer/1156045,https://untappd.com/brewery/16735,"United States",Cincinnati,OH,,,
"FC Cincinnati Blood Orange IPA","Christian Moerlein Brewing","IPA - White",6,47,,"Eli's BBQ",Cincinnati,OH,"United States",39.1179,-84.4426,3.75,"2016-07-23 21:34:13",https://untappd.com/c/339849074,https://untappd.com/beer/1479011,https://untappd.com/brewery/1404,"United States",Cincinnati,OH,,,
"Zombie Dust","3 Floyds Brewing Company","Pale Ale - American",6.2,50,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,4,"2016-07-28 19:00:52",https://untappd.com/c/341426614,https://untappd.com/beer/13559,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"GFJ/Grapefruit Jungle","Sun King Brewing Company","IPA - American",7.5,77,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.5,"2016-07-30 17:55:05",https://untappd.com/c/342492014,https://untappd.com/beer/25524,https://untappd.com/brewery/2778,"United States",Indianapolis,IN,,,
"WELD Pear Sour Ale","Tin Man Brewing Company","Sour - Ale",5.2,12,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.25,"2016-07-30 17:55:40",https://untappd.com/c/342492360,https://untappd.com/beer/1502684,https://untappd.com/brewery/23813,"United States",Evansville,IN,,,
TaxMango,"Taxman Brewing Company","Pale Ale - Belgian",5,22,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.25,"2016-07-30 17:55:41",https://untappd.com/c/342492623,https://untappd.com/beer/1655830,https://untappd.com/brewery/105971,"United States",Bargersville,IN,,,
Gumballhead,"3 Floyds Brewing Company","Pale Wheat Ale - American",5.6,35,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,4,"2016-07-30 17:56:09",https://untappd.com/c/342493075,https://untappd.com/beer/9954,https://untappd.com/brewery/2470,"United States",Munster,IN,,,
"Cidergeist Bubbles","Rhinegeist Brewery",Cider,6.2,0,,,,,,,,4,"2016-07-30 17:56:21",https://untappd.com/c/342493513,https://untappd.com/beer/1582614,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
Trips,"Rhinegeist Brewery","Sour - Ale",7.5,12,,,,,,,,3.5,"2016-07-30 17:58:45",https://untappd.com/c/342495373,https://untappd.com/beer/1614156,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
"Peach Dodo","Rhinegeist Brewery","Sour - Gose",4.4,12,,,,,,,,3.25,"2016-07-30 17:59:40",https://untappd.com/c/342496418,https://untappd.com/beer/1238398,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
Puma,"Rhinegeist Brewery","Pilsner - Other",5.2,40,,,,,,,,3.25,"2016-07-30 18:00:03",https://untappd.com/c/342496891,https://untappd.com/beer/721294,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
"Nice Melons","Rivertown Brewery & Barrel House (Ohio)","Sour - Berliner Weisse",4,0,,,,,,,,3.25,"2016-07-30 18:00:23",https://untappd.com/c/342497134,https://untappd.com/beer/1383485,https://untappd.com/brewery/1681,"United States",Monroe,OH,,,
"Mama's Little Yella Pils","Oskar Blues Brewery","Pilsner - Czech",5.3,35,,,,,,,,3.5,"2016-07-30 18:00:57",https://untappd.com/c/342497755,https://untappd.com/beer/5210,https://untappd.com/brewery/956,"United States",Longmont,CO,,,
"Mike Czech","Ei8ht Ball Brewing","Pilsner - Czech",5.7,0,,,,,,,,3,"2016-07-30 18:01:52",https://untappd.com/c/342498412,https://untappd.com/beer/762343,https://untappd.com/brewery/91599,"United States",Bellevue,KY,,,
Exemption,"Taxman Brewing Company","Belgian Tripel",8.5,30,"had the exemption cask with rose hips variation","Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,2.75,"2016-07-30 18:13:40",https://untappd.com/c/342510483,https://untappd.com/beer/600895,https://untappd.com/brewery/105971,"United States",Bargersville,IN,,,
"Artisan Tears","Central State Brewery","Sour - Ale",6.66,50,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.25,"2016-07-30 18:14:11",https://untappd.com/c/342511104,https://untappd.com/beer/1605955,https://untappd.com/brewery/184057,"United States",Indianapolis,IN,,,
"Wired White IPA","Tin Man Brewing Company","IPA - American",6.8,73,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.75,"2016-07-30 18:17:48",https://untappd.com/c/342514848,https://untappd.com/beer/1017995,https://untappd.com/brewery/23813,"United States",Evansville,IN,,,
"Grapefruit Hibiscus Spin Off","Taxman Brewing Company","Sour - Ale",6,20,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3,"2016-07-30 18:19:05",https://untappd.com/c/342515770,https://untappd.com/beer/1643439,https://untappd.com/brewery/105971,"United States",Bargersville,IN,,,
"SynTax Wild APA","Tin Man Brewing Company","Pale Ale - American",5.5,40,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,2.75,"2016-07-30 18:31:41",https://untappd.com/c/342528168,https://untappd.com/beer/1564210,https://untappd.com/brewery/23813,"United States",Evansville,IN,,,
"Sour Pale - Barn Phantom Series","Triton Brewing","Sour - Ale",6.2,19,,"Brixx Wood Fired PIZZA",Fishers,IN,"United States",39.9569,-86.0175,3.25,"2016-07-30 18:45:18",https://untappd.com/c/342541433,https://untappd.com/beer/1086758,https://untappd.com/brewery/19272,"United States",Indianapolis,IN,,,
"Damascene Apricot Sour Ale","Tin Man Brewing Company","Sour - Ale",5.2,12,,"Granite City Food & Brewery","Downtown Indianapolis",IN,"United States",39.7666,-86.1598,3.75,"2016-07-31 17:22:34",https://untappd.com/c/343045447,https://untappd.com/beer/668754,https://untappd.com/brewery/23813,"United States",Evansville,IN,,,
"The Bennie","Granite City Food & Brewery",Bock,5.2,0,,"Downtown Indianapolis",Indianapolis,IN,"United States",39.7652,-86.169,2.5,"2016-07-31 17:24:38",https://untappd.com/c/343046720,https://untappd.com/beer/24672,https://untappd.com/brewery/8502,"United States",Minneapolis,MN,,,
"The Duke","Granite City Food & Brewery","Pale Ale - English",5.4,61,,"Granite City Food & Brewery","Downtown Indianapolis",IN,"United States",39.7666,-86.1598,3.75,"2016-07-31 17:34:32",https://untappd.com/c/343052828,https://untappd.com/beer/48133,https://untappd.com/brewery/8502,"United States",Minneapolis,MN,,,
"Spanish Cedar","Granite City Food & Brewery","IPA - International",7.2,0,,"Granite City Food & Brewery","Downtown Indianapolis",IN,"United States",39.7666,-86.1598,2.5,"2016-07-31 17:35:58",https://untappd.com/c/343053532,https://untappd.com/beer/1638474,https://untappd.com/brewery/8502,"United States",Minneapolis,MN,,,
"Lake Street Express","18th Street Brewery","IPA - Session / India Session Ale",4.7,0,,,,,,,,4,"2016-08-10 15:31:47",https://untappd.com/c/346741353,https://untappd.com/beer/531184,https://untappd.com/brewery/24697,"United States",Hammond,IN,,,
"Damascene Apricot Sour Ale","Tin Man Brewing Company","Sour - Ale",5.2,12,,"Indiana State Fairgrounds",Indianapolis,IN,"United States",39.8279,-86.135,3.75,"2016-08-10 15:33:49",https://untappd.com/c/346741904,https://untappd.com/beer/668754,https://untappd.com/brewery/23813,"United States",Evansville,IN,,,
Summertrip,"Braxton Brewing Company","Sour - Berliner Weisse",4.2,4,,Halfcut,Cincinnati,OH,"United States",39.1085,-84.5131,4.25,"2016-08-13 18:28:05",https://untappd.com/c/348249262,https://untappd.com/beer/1616155,https://untappd.com/brewery/45993,"United States",Covington,KY,,,
"Labor & Thirst","Taft's Brewing Company","Lager - Dortmunder / Export",5.5,25,,Halfcut,Cincinnati,OH,"United States",39.1085,-84.5131,3.5,"2016-08-13 18:28:17",https://untappd.com/c/348249631,https://untappd.com/beer/1585076,https://untappd.com/brewery/194125,"United States",Cincinnati,OH,,,
Chester,"Rhinegeist Brewery","Saison / Farmhouse Ale",6.5,25,,Halfcut,Cincinnati,OH,"United States",39.1085,-84.5131,2.75,"2016-08-13 19:29:08",https://untappd.com/c/348307948,https://untappd.com/beer/1213341,https://untappd.com/brewery/69953,"United States",Cincinnati,OH,,,
"HopDevil IPA","Victory Brewing Company","IPA - American",6.7,50,,Halfcut,Cincinnati,OH,"United States",39.1085,-84.5131,2.25,"2016-08-13 19:30:07",https://untappd.com/c/348308545,https://untappd.com/beer/3832,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,
"Cuvée Spéciale 800 Ans","Brasserie de l'Abbaye du Val-Dieu","Blonde Ale - Belgian Blonde / Golden",5.5,18,,"Rcs Verviers",,,België,50.5849,5.87335,4.5,"2016-08-17 14:24:34",https://untappd.com/c/349474623,https://untappd.com/beer/1588939,https://untappd.com/brewery/175,Belgium,Aubel,Liège,,,
"My Day","Brasserie Grain d'Orge","Spiced / Herbed Beer",6.5,0,,"Naturzentrum Haus Ternell",Eupen,Lüttich,Belgien,50.586,6.13001,2.5,"2016-08-21 19:18:39",https://untappd.com/c/351376866,https://untappd.com/beer/1100374,https://untappd.com/brewery/193,Belgium,Hombourg,Liège,,,
THBEER,"Brasserie {C}","Pale Ale - Belgian",6,20,,"The Huggy's Bar",Liège,Liège,Belgique,50.6356,5.56773,2.75,"2016-08-22 14:19:51",https://untappd.com/c/351699471,https://untappd.com/beer/1268878,https://untappd.com/brewery/29477,Belgium,"4000 Liège",,,,
"Val-Dieu Blonde","Brasserie de l'Abbaye du Val-Dieu","Blonde Ale - Belgian Blonde / Golden",6,18,,"Brasserie Abbaye du Val-Dieu",,,België,50.4924,5.88354,3,"2016-08-22 14:20:41",https://untappd.com/c/351699514,https://untappd.com/beer/40880,https://untappd.com/brewery/175,Belgium,Aubel,Liège,,,
"Val-Dieu Grand Cru","Brasserie de l'Abbaye du Val-Dieu","Belgian Quad",10.5,20,,"Brasserie Abbaye du Val-Dieu",,,België,50.4924,5.88354,2.5,"2016-08-22 14:21:46",https://untappd.com/c/351699543,https://untappd.com/beer/352,https://untappd.com/brewery/175,Belgium,Aubel,Liège,,,
"Cuvée Spéciale 800 Ans","Brasserie de l'Abbaye du Val-Dieu","Blonde Ale - Belgian Blonde / Golden",5.5,18,,"Brasserie Abbaye du Val-Dieu",,,België,50.4924,5.88354,4.5,"2016-08-22 14:22:08",https://untappd.com/c/351699583,https://untappd.com/beer/1588939,https://untappd.com/brewery/175,Belgium,Aubel,Liège,,,
"Lupulus Blonde","Brasserie Lupulus","Belgian Tripel",8.5,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,4,"2016-08-22 23:44:09",https://untappd.com/c/351783436,https://untappd.com/beer/66125,https://untappd.com/brewery/14082,Belgium,Bovigny,Luxembourg,,,
"Leffe Royale Cascade IPA","Abbaye de Leffe","IPA - Belgian",7.5,33,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,3,"2016-08-22 23:44:23",https://untappd.com/c/351783541,https://untappd.com/beer/1056403,https://untappd.com/brewery/5,Belgium,Dinant,Namur,,,
"La Franchefleur de Franchimont","Brasserie Grain d'Orge","Belgian Blond(e)",6.5,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,3.5,"2016-08-22 23:44:50",https://untappd.com/c/351783627,https://untappd.com/beer/329664,https://untappd.com/brewery/193,Belgium,Hombourg,Liège,,,
"Limited Edition No. 1 (2016)","Brasserie St-Feuillien","Saison / Farmhouse Ale",6,38,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,4,"2016-08-23 01:38:09",https://untappd.com/c/351823274,https://untappd.com/beer/1470200,https://untappd.com/brewery/295,Belgium,"Le Roeulx",Hainaut,,,
"IPA Green Killer","Brasserie de Silly","IPA - Belgian",6.5,0,,"Delirium TapHouse",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8485,4.35388,3.5,"2016-08-23 15:38:57",https://untappd.com/c/351932971,https://untappd.com/beer/917613,https://untappd.com/brewery/179,Belgium,Silly,Hainaut,,,
"Gaffel Kölsch","Privatbrauerei Gaffel Becker",Kölsch,4.8,0,,Altstadt,Köln,Nordrhein-Westfalen,Deutschland,50.9392,6.95704,3.75,"2016-08-25 14:36:38",https://untappd.com/c/352463125,https://untappd.com/beer/13647,https://untappd.com/brewery/1021,Germany,Köln,,,,
"Ginette Natural Triple","Brasserie La Binchoise","Belgian Tripel",9,15,,,,,,,,3.25,"2016-08-25 17:51:49",https://untappd.com/c/352478712,https://untappd.com/beer/1255692,https://untappd.com/brewery/194,Belgium,Binche,Hainaut,,,
Orval,"Brasserie d'Orval","Pale Ale - Belgian",6.2,36,,"Au Mange-tout",Verviers,Liège,Belgique,50.5808,5.86638,4.5,"2016-08-30 19:15:08",https://untappd.com/c/354645740,https://untappd.com/beer/851,https://untappd.com/brewery/169,Belgium,Villers-devant-Orval,Luxembourg,,,
PinPon,"Brasserie de la Senne","Pale Ale - Belgian",5.2,65,,"Pin Pon",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.8368,4.34627,3.25,"2016-08-31 16:28:26",https://untappd.com/c/354859924,https://untappd.com/beer/499924,https://untappd.com/brewery/176,Belgium,"Ville de Bruxelles",Bruxelles,,,
"Tripel Karmeliet","Brouwerij Bosteels","Belgian Tripel",8.4,16,,"Café des Halles Saint-Géry",Brussel,"Brussels Hoofdstedelijk Gewest",België,50.848,4.3475,3.25,"2016-08-31 18:22:48",https://untappd.com/c/354870340,https://untappd.com/beer/6511,https://untappd.com/brewery/269,Belgium,Buggenhout,Oost-Vlaanderen,,,
Triple,"Ferme Brasserie de Bertinchamps","Belgian Tripel",8,0,,,,,,,,3.75,"2016-09-01 18:33:33",https://untappd.com/c/355131895,https://untappd.com/beer/431399,https://untappd.com/brewery/71596,Belgium,"5030 Gembloux",Namur,,,
"Duvel Tripel Hop #5 - 2015","Duvel Moortgat","Belgian Strong Golden Ale",9.5,48,,,,,,,,2.75,"2016-09-03 21:02:56",https://untappd.com/c/356145426,https://untappd.com/beer/983794,https://untappd.com/brewery/167,Belgium,Puurs,Antwerpen,,,
"Curtius - La Bière Liégeoise","Brasserie {C}","Pale Ale - Belgian",7,18,,,,,,,,3,"2016-09-03 22:01:44",https://untappd.com/c/356201483,https://untappd.com/beer/166497,https://untappd.com/brewery/29477,Belgium,"4000 Liège",,,,
"Pauwel Kwak (2015)","Brouwerij Bosteels","Belgian Strong Golden Ale",8.4,0,,"Georges Cafe",Verviers,Liège,Belgique,50.5935,5.85985,2.75,"2016-09-03 22:11:53",https://untappd.com/c/356211287,https://untappd.com/beer/1275304,https://untappd.com/brewery/269,Belgium,Buggenhout,Oost-Vlaanderen,,,
"Trappistes Rochefort 10","Abbaye Notre-Dame de Saint-Rémy","Belgian Quad",11.3,27,,,,,,,,2.75,"2016-09-03 23:59:17",https://untappd.com/c/356315758,https://untappd.com/beer/6766,https://untappd.com/brewery/1650,Belgium,Rochefort,Namur,,,
"Mahou Clásica","Grupo Mahou-San Miguel","Lager - Pale",4.8,0,,,,,,,,3,"2016-09-14 23:50:51",https://untappd.com/c/360269694,https://untappd.com/beer/6135,https://untappd.com/brewery/4726,Spain,"28045 Madrid",Madrid,,,
"Cruzcampo Pilsen","Cruzcampo (Heineken España)","Pilsner - Other",4.8,20,,,,,,,,3.25,"2016-09-14 23:51:17",https://untappd.com/c/360269830,https://untappd.com/beer/399207,https://untappd.com/brewery/5432,Spain,"41020 Sevilla",Sevilla,,,
Jamonera,"Cervezas La Virgen","Red Ale - American Amber / Red",5,20,,,,,,,,4.25,"2016-10-15 19:42:55",https://untappd.com/c/371817875,https://untappd.com/beer/222384,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"Madrid Lager","Cervezas La Virgen","Lager - Helles",5,22,,Ojalá,Madrid,Madrid,España,40.4254,-3.70402,3.75,"2016-10-16 18:31:59",https://untappd.com/c/372444215,https://untappd.com/beer/169263,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
360,"Cervezas La Virgen","Lager - Pale",5.5,35,,,,,,,,4.25,"2016-10-16 18:37:04",https://untappd.com/c/372445954,https://untappd.com/beer/581089,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"Calabaza y Canela (2016)","LA SAGRA","Pumpkin / Yam Beer",6.1,11,,Prosperidad,Madrid,Madrid,España,40.4449,-3.67084,4.25,"2016-10-19 19:43:29",https://untappd.com/c/373225104,https://untappd.com/beer/1735990,https://untappd.com/brewery/19441,Spain,"Numancia de la Sagra",Toledo,,,
Alemana,Carrefour,"Lager - Euro Strong",5.8,0,,,,,,,,0.25,"2016-10-22 13:19:39",https://untappd.com/c/374287222,https://untappd.com/beer/1652148,https://untappd.com/brewery/15996,France,Levallois-Perret,Hauts-de-Seine,,,
Amstel,"Amstel Bier","Lager - Euro",5,21,,"Olías del Rey",,,España,39.9444,-3.98299,2.25,"2016-10-22 14:49:50",https://untappd.com/c/374299161,https://untappd.com/beer/72160,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,"Zuid Holland",,,
"Estrella Damm","Grupo Damm","Lager - Euro",5.4,0,,Prosperidad,Madrid,Madrid,España,40.4449,-3.67084,1.5,"2016-10-29 17:11:37",https://untappd.com/c/376890276,https://untappd.com/beer/5151,https://untappd.com/brewery/1087,Spain,Barcelona,Cataluña,,,
Calabaza,"Cervezas La Virgen","Pumpkin / Yam Beer",6.8,0,,"Mercado de San Fernando",Madrid,Madrid,España,40.4077,-3.70368,3.5,"2016-10-29 17:14:22",https://untappd.com/c/376891168,https://untappd.com/beer/1797985,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
Valyria,"Cervezas Yakka","IPA - White",7.7,50,,"La Tape",Madrid,Madrid,España,40.4289,-3.70596,4,"2016-11-10 22:23:10",https://untappd.com/c/381174608,https://untappd.com/beer/1749486,https://untappd.com/brewery/35142,Spain,"30520 Jumilla",Murcia,,,
"Madrid Lager","Cervezas La Virgen","Lager - Helles",5,22,,"La Musa",Madrid,Madrid,España,40.4288,-3.70437,4,"2016-11-15 20:50:24",https://untappd.com/c/383234703,https://untappd.com/beer/169263,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
Negra,"Cervezas La Virgen","Stout - Oatmeal",6.5,26,,MadrEAT,Madrid,Madrid,España,40.4418,-3.68062,3,"2016-11-19 16:24:43",https://untappd.com/c/384458569,https://untappd.com/beer/259690,https://untappd.com/brewery/29930,Spain,"Las Rozas",Madrid,,,
"La Chouffe","Brasserie d'Achouffe","Belgian Strong Golden Ale",8,20,,"Los Grifos",Madrid,Madrid,España,40.4288,-3.70542,4.25,"2016-11-23 21:40:22",https://untappd.com/c/385969335,https://untappd.com/beer/52593,https://untappd.com/brewery/11866,Belgium,Achouffe,Luxembourg,,,
